arXiv ID,submitted_at,title,presence_of vendor_author,thema1,thema2,vendor_of_the_used_machine,max_qubit_count
2203.07219v1,2022-03-14,Extending the reach of quantum computing for materials science with   machine learning potentials,TRUE,(F3) Applications: quantum chemistry,　,IBM,2
2203.07369v1,2022-03-14,Ancilla-free implementation of generalized measurements for qubits   embedded in a qudit space,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,IBM,8
2203.07739v3,2022-03-15,Halving the cost of quantum Fourier transform,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,IonQ,5
2203.08329v2,2022-03-16,Decoherence predictions in a superconductive quantum device using the   steepest-entropy-ascent quantum thermodynamics framework,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",　,IBM,5
2203.08514v1,2022-03-16,Recursive Variational Quantum Compiling,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,IBM,5
2203.11332v1,2022-03-21,Information loss and run time from practical application of quantum data   compression,FALSE,(F1) Applications: quantum machine learning,　,IBM,3
2203.11882v2,2022-03-22,Linear-depth quantum circuits for multiqubit controlled gates,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,IBM,12
2203.13092v1,2022-03-24,Implementation of single-qubit measurement-based t-designs using IBM   processors,FALSE,(F13) Applications: others,　,IBM,6
2203.13121v1,2022-03-24,Quantum Computing in the Cloud: Analyzing job and machine   characteristics,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,IBM,64
2203.14295v1,2022-03-27,Simulating open quantum many-body systems using optimised circuits in   digital quantum simulation,FALSE,(F11) Applications: open quantum systems,　,IBM,6
2203.14348v1,2022-03-27,Unentangled quantum reinforcement learning agents in the OpenAI Gym,FALSE,(F1) Applications: quantum machine learning,　,IBM,24
2203.14995v1,2022-03-28,Measurement-based interleaved randomised benchmarking using IBM   processors,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,IBM,31
2203.15291v1,2022-03-29,Simulating challenging correlated molecules and materials on the   Sycamore quantum processor,TRUE,(F2) Applications: condensed matter physics,(F3) Applications: quantum chemistry,Google,11
2203.15716v1,2022-03-29,Application of Quantum Computers in Foreign Exchange Reserves Management,FALSE,(F4) Applications: finance,　,IBM,4
2203.17062v2,2022-03-31,Quantum coherence versus interferometric visibility in a generalized   Mach-Zehnder interferometer,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",　,IBM,1
2204.00015v1,2022-03-31,Measuring magic on a quantum processor,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",　,IBM,5
2204.01471v2,2022-04-04,Effects of Dynamical Decoupling and Pulse-level Optimizations on IBM   Quantum Computers,FALSE,(E) Quantum noise mitigation,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",IBM,12
2204.02147v1,2022-04-05,High-fidelity quantum control by polychromatic pulse trains,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",　,IBM,1
2204.04017v1,2022-04-08,Quantum Machine Learning Framework for Virtual Screening in Drug   Discovery: a Prospective Quantum Advantage,TRUE,(F1) Applications: quantum machine learning,　,IBM,8
2204.05286v1,2022-04-11,Expressivity of Variational Quantum Machine Learning on the Boolean Cube,TRUE,(F1) Applications: quantum machine learning,　,IBM,3
2204.05852v1,2022-04-12,Characterizing Error Mitigation by Symmetry Verification in QAOA,FALSE,(E) Quantum noise mitigation,(F5) Applications: optimization (QAOA),IonQ 11 qubit processor,4
2204.06056v2,2022-04-12,Quantum circuit debugging and sensitivity analysis via local inversions,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",　,IBM,4
2204.07109v1,2022-04-14,Improving the efficiency of learning-based error mitigation,FALSE,(E) Quantum noise mitigation,(F2) Applications: condensed matter physics,IBM,8
2204.09725v2,2022-04-20,Volumetric Benchmarking of Error Mitigation with Qermit,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",(E) Quantum noise mitigation,IBM,5
2204.10061v3,2022-04-21,Scalable measures of magic for quantum computers,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",　,IonQ,6
2204.10786v1,2022-04-22,IBM quantum platforms: a quantum battery perspective,FALSE,(F8) Applications: simulating quantum mechanics,　,IBM,1
2204.11114v1,2022-04-23,Quantum Error Detection Without Using Ancilla Qubits,FALSE,(D) Quantum error correction,　,IBM,20
2204.11372v2,2022-04-24,Noise-resilient Edge Modes on a Chain of Superconducting Qubits,TRUE,(F2) Applications: condensed matter physics,,Google,47
2204.11775v2,2022-04-25,A quantum Fourier transform (QFT) based note detection algorithm,FALSE,(F13) Applications: others,　,IBM,3
2204.11875v1,2022-04-25,Experimental limit on non-linear state-dependent terms in quantum theory,FALSE,(F8) Applications: simulating quantum mechanics,　,IBM,1
2204.13634v2,2022-04-28,Experimental implementation of quantum algorithm for association rules   mining,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",　,IBM,4
2204.13951v2,2022-04-29,Hybrid quantum-classical reservoir computing of thermal convection flow,FALSE,(F10) Applications: fluid dynamics and other differential equations,(F1) Applications: quantum machine learning,IBM,7
2205.00125v2,2022-04-30,Quantum Telecloning on NISQ Computers,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",　,IBM,7
2205.00645v1,2022-05-02,A near-term quantum algorithm for solving linear systems of equations   based on the Woodbury identity,FALSE,"(F6) Applications: linear algebra (HHL, variational linear system solver)",　,IBM,27
2205.01262v2,2022-05-03,Testing the necessity of complex numbers in quantum mechanics with IBM   quantum computers,FALSE,(F8) Applications: simulating quantum mechanics,　,IBM,4
2205.02212v1,2022-05-04,Quantum Computing Approaches for Mission Covering Optimization,FALSE,(F5) Applications: optimization (QAOA),　,IBM,27
2205.02483v1,2022-05-05,Vector Field Visualization of Single-Qubit State Tomography,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",　,IBM,1
2205.02891v1,2022-05-05,Variational Quantum Optimization of Nonlocality in Noisy Quantum   Networks,FALSE,(F5) Applications: optimization (QAOA),　,IBM,6
2205.03441v1,2022-05-06,Comparison between the Iterative Local Search and Exhaustive Search   methods applied to QAOA in Max-Cut and Ising Spin Model problems,FALSE,(F5) Applications: optimization (QAOA),　,IBM,5
2205.06299v2,2022-05-12,Qubit-efficient simulation of thermal states with quantum tensor   networks,FALSE,(F2) Applications: condensed matter physics,　,Quantinuum,2
2205.07674v2,2022-05-16,Conditional Born machine for Monte Carlo event generation,FALSE,(F1) Applications: quantum machine learning,,IBM,27
2205.10383v2,2022-05-20,Squeezing and quantum approximate optimization,TRUE,(F5) Applications: optimization (QAOA),,IBM,8
2205.10453v2,2022-05-20,Selective and efficient quantum process tomography for non-trace   preserving maps: a superconducting quantum processor implementation,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,3
2205.14081v1,2022-05-27,Towards Quantum Gravity in the Lab on Quantum Processors,FALSE,(F9) Applications: high energy physics,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",Quantinuum,7
2206.01573v3,2022-06-03,Error mitigation for quantum kernel based machine learning methods on   IonQ and IBM quantum computers,FALSE,(D) Quantum error correction,(F1) Applications: quantum machine learning,IonQ,11
2206.02590v1,2022-06-03,Preparing Maximally Entangled States By Monitoring the   Environment-System Interaction In Open Quantum Systems,FALSE,(E) Quantum noise mitigation,(F11) Applications: open quantum systems,IBM,4
2206.03760v2,2022-06-08,Steering-enhanced quantum metrology using superpositions of quantum   channels,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking","(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",IBM,4
2206.05254v3,2022-06-10,Formation of robust bound states of interacting microwave photons,TRUE,(F2) Applications: condensed matter physics,,Google,24
2206.05921v2,2022-06-13,Maxwell's two-demon engine under pure dephasing noise,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,4
2206.06362v1,2022-06-13,The learnability of Pauli noise,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,2
2206.07559v1,2022-06-15,Bayesian Learning of Parameterised Quantum Circuits,FALSE,(F1) Applications: quantum machine learning,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",Quantinuum,11
2206.07907v1,2022-06-16,Comparative analysis of error mitigation techniques for variational   quantum eigensolver implementations on IBM quantum system,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",(F3) Applications: quantum chemistry,IBM,6
2206.08386v1,2022-06-16,Simulating long-range coherence of atoms and photons in quantum   computers,TRUE,(F8) Applications: simulating quantum mechanics,,Rigetti,5
2206.08811v2,2022-06-17,Spectral analysis for noise diagnostics and filter-based digital error   mitigation,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",(E) Quantum noise mitigation,Quantinuum,16
2206.10348v2,2022-06-21,Supervised learning of random quantum circuits via scalable neural   networks,FALSE,(F1) Applications: quantum machine learning,,IBM,20
2206.10838v1,2022-06-22,Device-independent Quantum Fingerprinting for Large Scale Localization,FALSE,(F13) Applications: others,,IBM,11
2206.11221v1,2022-06-22,Quantum algorithm for learning secret strings and its experimental   demonstration,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,4
2206.13945v1,2022-06-26,Testing a Bell Inequality with a Remote Quantum Processor,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,3
2206.14584v1,2022-06-26,Calculating spin correlations with a quantum computer,FALSE,(F2) Applications: condensed matter physics,,IBM,3
2206.15300v1,2022-06-30,Single magnon excited states of a Heisenberg spin-chain using a quantum   computer,FALSE,(F2) Applications: condensed matter physics,,IBM,19
2207.01731v1,2022-07-04,Preparations for Quantum Simulations of Quantum Chromodynamics in 1+1   Dimensions: (I) Axial Gauge,FALSE,(F9) Applications: high energy physics,,IBM,7
2207.03946v2,2022-07-08,Complementarity relations of a delayed-choice quantum eraser in a   quantum circuit,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,2
2207.04836v1,2022-07-11,A randomized benchmarking suite for mid-circuit measurements,TRUE,(E) Quantum noise mitigation,(D) Quantum error correction,IBM,17
2207.06431v2,2022-07-13,Suppressing quantum errors by scaling a surface code logical qubit,TRUE,(D) Quantum error correction,,Google,49
2207.07272v2,2022-07-15,Demonstrating scalable randomized benchmarking of universal gate sets,FALSE,(D) Quantum error correction,,IBM,27
2207.07647v1,2022-07-15,Demonstration of algorithmic quantum speedup,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,27
2207.07924v1,2022-07-16,Quantum Noise-Induced Reservoir Computing,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,12
2207.08205v1,2022-07-17,Calibration-Aware Transpilation for Variational Quantum Optimization,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,5
2207.09984v2,2022-07-20,Adiabatic based Algorithm for SAT: a comprehensive algorithmic   description,FALSE,(F8) Applications: simulating quantum mechanics,,IBM,27
2207.09994v2,2022-07-20,Simulating large-size quantum spin chains on cloud-based superconducting   quantum computers,FALSE,(F2) Applications: condensed matter physics,,IBM,102
2207.10567v1,2022-06-29,Simulating spin dynamics with quantum computers,FALSE,(F2) Applications: condensed matter physics,,IBM,3
2207.13225v1,2022-07-27,Quantum Simulation of Quantum Phase Transitions Using the Convex   Geometry of Reduced Density Matrices,FALSE,(F2) Applications: condensed matter physics,,IBM,4
2207.14464v1,2022-07-29,Quantum multi-programming for Grover's search,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,5
2208.01050v3,2022-08-01,Experimental validation of the Kibble-Zurek Mechanism on a Digital   Quantum Computer,FALSE,(F2) Applications: condensed matter physics,,IBM,5
2208.01863v1,2022-08-03,Implementing Fault-tolerant Entangling Gates on the Five-qubit Code and   the Color Code,TRUE,(D) Quantum error correction,,Quantinuum,16
2208.02414v2,2022-08-04,Quantum chemistry simulation of ground- and excited-state properties of   the sulfonium cation on a superconducting quantum processor,TRUE,(F3) Applications: quantum chemistry,,IBM,6
2208.04444v2,2022-08-08,Periodic Plane-Wave Electronic Structure Calculations on Quantum   Computers,TRUE,(F3) Applications: quantum chemistry,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",Quantinuum,2
2208.05132v1,2022-08-10,Not all entangled states are useful for ancilla-assisted quantum process   tomography,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,3
2208.05978v1,2022-08-11,Quantum Crosstalk Robust Quantum Control,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,26
2208.08591v1,2022-08-18,Leveraging small scale quantum computers with unitarily downfolded   Hamiltonians,FALSE,(F3) Applications: quantum chemistry,,IBM,1
2208.11780v1,2022-08-24,Variational Quantum Solutions to the Advection-Diffusion Equation for   Applications in Fluid Dynamics,FALSE,"(F6) Applications: linear algebra (HHL, variational linear system solver)",(F10) Applications: fluid dynamics and other differential equations,IBM,3
2208.11797v1,2022-08-24,Noise tailoring for Robust Amplitude Estimation,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,4
2208.12309v2,2022-08-25,Primitive Quantum Gates for an SU(2) Discrete Subgroup: BT,FALSE,(F9) Applications: high energy physics,,IBM,7
2208.13372v1,2022-08-29,Loading Probability Distributions in a Quantum circuit,TRUE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,6
2208.13557v1,2022-08-29,Rodeo Algorithm with Controlled Reversal Gates,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,Quantinuum,3
2209.00207v1,2022-09-01,Digital quantum simulation of boson systems with Jordan-Wigner   transformation: Generating Hong-Ou-Mandel dip in quantum computers,FALSE,(F8) Applications: simulating quantum mechanics,,IBM,4
2209.00678v1,2022-09-01,An entanglement-based volumetric benchmark for near-term quantum   hardware,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,9
2209.00819v1,2022-09-02,Quantum Netlist Compiler (QNC),FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,4
2209.03796v1,2022-09-08,Accelerating the variational quantum eigensolver using parallelism,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,Rigetti,66
2209.04956v1,2022-09-11,Simulation of open quantum system dynamics based on the generalized   quantum master equation on quantum computing devices,FALSE,(F8) Applications: simulating quantum mechanics,,IBM,3
2209.05509v1,2022-09-12,Engineering dynamically decoupled quantum simulations with trapped ions,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IonQ,10
2209.06864v1,2022-09-14,Experimental benchmarking of an automated deterministic error   suppression workflow for quantum algorithms,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,16
2209.08187v1,2022-09-16,Modeling Quantum Enhanced Sensing on a Quantum Computer,FALSE,(F8) Applications: simulating quantum mechanics,,IBM,2
2209.10781v1,2022-09-22,Preparations for Quantum Simulations of Quantum Chromodynamics in 1+1   Dimensions: (II) Single-Baryon $ﾎｲ$-Decay in Real Time,FALSE,(F9) Applications: high energy physics,,Quantinuum,17
2209.11329v1,2022-09-22,Iterative Qubits Management for Quantum Index Searching in a Hybrid   System,TRUE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,7
2209.11361v1,2022-09-23,Quantum Entanglement with Self-stabilizing Token Ring for Fault-tolerant   Distributed Quantum Computing System,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,11
2209.12788v1,2022-09-26,Application of Quantum Machine Learning in a Higgs Physics Study at the   CEPC,FALSE,(F1) Applications: quantum machine learning,(F9) Applications: high energy physics,IBM,6
2209.12889v2,2022-09-26,Characterizing a non-equilibrium phase transition on a quantum computer,TRUE,(F8) Applications: simulating quantum mechanics,,Quantinuum,20
2209.12889v3,2022-09-26,Characterizing a non-equilibrium phase transition on a quantum computer,TRUE,(F13) Applications: others,,Quantinuum,20
2209.14316v1,2022-09-28,Experimental Implementation of an Efficient Test of Quantumness,TRUE,(F13) Applications: others,,IonQ,11
2209.15024v3,2022-09-29,Portfolio Optimization via Quantum Zeno Dynamics on a Quantum Processor,FALSE,(F4) Applications: finance,,Quantinuum,5
2210.00306v1,2022-10-01,Quantum walk in (1+1)-dimensional spacetime for Majorana dynamics with   high order approximation in NISQ,FALSE,(F11) Applications: others,,IBM,7
2210.01052v1,2022-10-03,Optimization of the Memory Reset Rate of a Quantum Echo-State Network   for Time Sequential Tasks,FALSE,(F1) Applications: quantum machine learning,,IBM,7
2210.01656v2,2022-10-04,Improving Quantum Classifier Performance in NISQ Computers by Voting   Strategy from Ensemble Learning,FALSE,(F1) Applications: quantum machine learning,,IBM,6
2210.03048v1,2022-10-06,Scalable Experimental Bounds for Entangled Quantum State Fidelities,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,Quantinuum,20
2210.03089v1,2022-10-06,Quantum computation of dynamical quantum phase transitions and   entanglement tomography in a lattice gauge theory,FALSE,(F9) Applications: high energy physics,,IonQ,9
2210.04919v1,2022-10-10,Super-resolution of Green's functions on noisy quantum computers,FALSE,(F2) Applications: condensed matter physics,,IBM,3
2210.05297v1,2022-10-11,QKD in the NISQ era: enhancing secure key rates via quantum error   correction,FALSE,(E) Quantum noise mitigation,,IBM,2
2210.07194v1,2022-10-13,Testing platform-independent quantum error mitigation on noisy quantum   computers,FALSE,(E) Quantum noise mitigation,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",IBM,5
2210.08039v1,2022-10-14,Qubit-reuse compilation with mid-circuit measurement and reset,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",(F5) Applications: optimization (QAOA),Quantinuum,20
2210.08574v2,2022-10-16,Machine Learning based Discrimination for Excited State Promoted Readout,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,5
2210.08656v1,2022-10-16,Multi-Neutrino Entanglement and Correlations in Dense Neutrino Systems,FALSE,(F9) Applications: high energy physics,,Quantinuum,12
2210.09212v1,2022-10-17,Robust digital optimal control on IBM quantum computers,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,1
2210.09275v2,2022-10-17,The Power of One Clean Qubit in Supervised Machine Learning,TRUE,(F1) Applications: quantum machine learning,,IBM,6
2210.09674v1,2022-10-18,Testing quantum computers with the protocol of quantum state matching,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,2
2210.09941v1,2022-10-18,Measurement induced quantum walks on an IBM Quantum Computer,FALSE,(F12) Applications: quantum walk,,IBM,2
2210.10164v1,2022-10-18,Optimized Telecloning Circuits: Theory and Practice of Nine NISQ Clones,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,Quantinuum,19
2210.10255v1,2022-10-19,Observation of non-Abelian exchange statistics on a superconducting   processor,TRUE,(F2) Applications: condensed matter physics,,Google,25
2210.10799v1,2022-10-19,Purification-based quantum error mitigation of pair-correlated electron   simulations,TRUE,(E) Quantum noise mitigation,,Google,20
2210.11606v1,2022-10-20,Real time evolution and a traveling excitation in SU(2) pure gauge   theory on a quantum computer,FALSE,(F9) Applications: high energy physics,,IBM,5
2210.13154v1,2022-10-24,Measurements of Floquet code plaquette stabilizers,TRUE,(D) Quantum error correction,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",IBM,27
2210.13840v1,2022-10-25,High-fidelity realization of the AKLT state on a NISQ-era quantum   processor,FALSE,(F2) Applications: condensed matter physics,,IBM,15
2210.15161v1,2022-10-27,"Automated error correction in superdense coding, with implementation on   superconducting quantum computer",FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,5
2210.15922v1,2022-10-28,Digital Quantum Simulation of the Spin-Boson Model under Open System   Dynamics,FALSE,(F11) Applications: open quantum systems,,IBM,6
2210.16438v2,2022-10-28,Quantum Variational Rewinding for Time Series Anomaly Detection,FALSE,(F1) Applications: quantum machine learning,,IBM,3
2210.17037v1,2022-10-31,FrozenQubits: Boosting Fidelity of QAOA by Skipping Hotspot Nodes,FALSE,(F5) Applications: optimization (QAOA),,IBM,24
2210.17548v1,2022-10-31,Deterministic constant-depth preparation of the AKLT state on a quantum   processor using fusion measurements,FALSE,(F2) Applications: condensed matter physics,,IBM,6
2211.00350v2,2022-11-01,Pulse-Level Optimization of Parameterized Quantum Circuits for   Variational Quantum Algorithms,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking","(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",IBM,12
2211.01275v1,2022-11-02,Continuous Symmetry Breaking in a Trapped-Ion Spin Chain,TRUE,(F2) Applications: condensed matter physics,,IonQ,23
2211.01365v1,2022-11-02,Koopman Operator learning for Accelerating Quantum Optimization and   Machine Learning,FALSE,(F1) Applications: quantum machine learning,,IBM,5
2211.01925v1,2022-11-03,Exploiting Qubit Reuse through Mid-circuit Measurement and Reset,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",(F5) Applications: optimization (QAOA),IBM,10
2211.02684v1,2022-11-04,Digital quantum simulation of scalar Yukawa coupling: Dynamics following   an interaction quench on IBM Q,FALSE,(F9) Applications: high energy physics,,IBM,3
2211.02861v1,2022-11-05,Feature Selection for Classification with QAOA,FALSE,(F5) Applications: optimization (QAOA),,IBM,7
2211.04543v1,2022-11-08,Better-than-classical Grover search via quantum error detection and   suppression,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)","(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",IBM,5
2211.04728v1,2022-11-09,Overcoming leakage in scalable quantum error correction,TRUE,(D) Quantum error correction,,Google,17
